"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","striatum.csc.kth.se",,,,"User:","lindahlm"
"Cmdline:","dstat -tm --output memory_consumption_logs/stat130912174800.csv 10",,,,"Date:","12 Sep 2013 17:48:00 CEST"

"system","memory usage",,,
12-09 18:49:30,14860316672.0,224002048.0,1228537856.0,471527424.0
12-09 18:49:40,14880497664.0,224018432.0,1228537856.0,451330048.0
12-09 18:49:50,14900678656.0,224034816.0,1228537856.0,431132672.0
12-09 18:50:00,14921097216.0,224043008.0,1228537856.0,410705920.0
12-09 18:50:10,14941540352.0,224059392.0,1228537856.0,390246400.0
12-09 18:50:20,14961831936.0,224067584.0,1228537856.0,369946624.0
12-09 18:50:30,14981877760.0,224083968.0,1228537856.0,349884416.0
12-09 18:50:40,15002320896.0,224092160.0,1228537856.0,329433088.0
12-09 18:50:50,15022231552.0,224108544.0,1228537856.0,309506048.0
12-09 18:51:00,15042904064.0,224116736.0,1228537856.0,288825344.0
12-09 18:51:10,15062888448.0,224133120.0,1228537856.0,268824576.0
12-09 18:51:20,15082917888.0,224149504.0,1228537856.0,248778752.0
12-09 18:51:30,15102963712.0,224165888.0,1228537856.0,228716544.0
12-09 18:51:40,15123263488.0,224174080.0,1228537856.0,208408576.0
12-09 18:51:50,15142936576.0,224190464.0,1228537856.0,188719104.0
12-09 18:52:00,15162720256.0,224215040.0,1228537856.0,168910848.0
12-09 18:52:10,15182688256.0,224038912.0,1214492672.0,163164160.0
12-09 18:52:20,15201222656.0,223657984.0,1200017408.0,159485952.0
12-09 18:52:30,15221059584.0,222031872.0,1186410496.0,154882048.0
12-09 18:52:40,15241388032.0,221470720.0,1156481024.0,165044224.0
12-09 18:52:50,15258681344.0,221171712.0,1141411840.0,163119104.0
12-09 18:53:00,15278960640.0,216649728.0,1130971136.0,157802496.0
12-09 18:53:10,15298445312.0,195166208.0,1122996224.0,167776256.0
12-09 18:53:20,15317721088.0,180510720.0,1122947072.0,163205120.0
12-09 18:53:30,15335907328.0,166510592.0,1122938880.0,159027200.0
12-09 18:53:40,15355990016.0,137375744.0,1122975744.0,168042496.0
12-09 18:53:50,15373922304.0,122404864.0,1122926592.0,165130240.0
12-09 18:54:00,15392931840.0,107675648.0,1122926592.0,160849920.0
12-09 18:54:10,15413354496.0,102785024.0,1112821760.0,155422720.0
12-09 18:54:20,15431770112.0,102711296.0,1084039168.0,165863424.0
12-09 18:54:30,15449247744.0,102592512.0,1069797376.0,162746368.0
12-09 18:54:40,15467798528.0,102178816.0,1055739904.0,158666752.0
12-09 18:54:50,15485390848.0,101654528.0,1028005888.0,169332736.0
12-09 18:55:00,15503069184.0,101662720.0,1013579776.0,166072320.0
12-09 18:55:10,15523368960.0,101679104.0,998981632.0,160354304.0
12-09 18:55:20,15542431744.0,101347328.0,984002560.0,156602368.0
12-09 18:55:30,15560372224.0,101363712.0,955736064.0,166912000.0
12-09 18:55:40,15579512832.0,101081088.0,941121536.0,162668544.0
12-09 18:55:50,15599325184.0,98729984.0,928747520.0,157581312.0
12-09 18:56:00,15615311872.0,94715904.0,905162752.0,169193472.0
12-09 18:56:10,15635050496.0,94666752.0,890683392.0,163983360.0
12-09 18:56:20,15653265408.0,94474240.0,877252608.0,159391744.0
12-09 18:56:30,15671783424.0,94011392.0,849547264.0,169041920.0
12-09 18:56:40,15690350592.0,93925376.0,835432448.0,164675584.0
12-09 18:56:50,15709810688.0,93937664.0,822317056.0,158318592.0
12-09 18:57:00,15728254976.0,85610496.0,802312192.0,168206336.0
12-09 18:57:10,15747190784.0,85508096.0,787456000.0,164229120.0
12-09 18:57:20,15765753856.0,85508096.0,772141056.0,160980992.0
12-09 18:57:30,15786229760.0,85524480.0,757293056.0,155336704.0
12-09 18:57:40,15803678720.0,85401600.0,728670208.0,166633472.0
12-09 18:57:50,15823278080.0,85417984.0,714506240.0,161181696.0
12-09 18:58:00,15841521664.0,85020672.0,700313600.0,157528064.0
12-09 18:58:10,15859994624.0,79486976.0,677724160.0,167178240.0
12-09 18:58:20,15877517312.0,76693504.0,666820608.0,163352576.0
12-09 18:58:30,15896608768.0,74428416.0,654802944.0,158543872.0
12-09 18:58:40,15913943040.0,73056256.0,628203520.0,169181184.0
12-09 18:58:50,15933730816.0,72245248.0,614744064.0,163663872.0
12-09 18:59:00,15950573568.0,71045120.0,602513408.0,160251904.0
12-09 18:59:10,15968620544.0,70901760.0,576335872.0,168525824.0
12-09 18:59:20,15991808000.0,70905856.0,561332224.0,160337920.0
12-09 18:59:30,16009179136.0,70922240.0,548642816.0,155639808.0
12-09 18:59:40,16075444224.0,70926336.0,462647296.0,175366144.0
12-09 18:59:50,16093077504.0,70942720.0,462647296.0,157716480.0
12-09 19:00:00,16112099328.0,70606848.0,433504256.0,168173568.0
12-09 19:00:10,16132366336.0,64778240.0,423788544.0,163450880.0
12-09 19:00:20,16150790144.0,59105280.0,415760384.0,158728192.0
12-09 19:00:30,16167325696.0,49270784.0,399974400.0,167813120.0
12-09 19:00:40,16184258560.0,44064768.0,391118848.0,164941824.0
12-09 19:00:50,16202641408.0,39055360.0,382382080.0,160305152.0
12-09 19:01:00,16222142464.0,27242496.0,366354432.0,168644608.0
12-09 19:01:10,16241553408.0,25350144.0,353832960.0,163647488.0
12-09 19:01:20,16260485120.0,24215552.0,339886080.0,159797248.0
12-09 19:01:30,16280731648.0,23642112.0,325271552.0,154738688.0
12-09 19:01:40,16298627072.0,8392704.0,311709696.0,165654528.0
12-09 19:01:50,16318263296.0,7684096.0,297041920.0,161394688.0
12-09 19:02:00,16336883712.0,7086080.0,283271168.0,157143040.0
12-09 19:02:10,16353505280.0,5025792.0,258691072.0,167161856.0
12-09 19:02:20,16372592640.0,4382720.0,245690368.0,161718272.0
12-09 19:02:30,16553615360.0,2297856.0,88911872.0,139558912.0
12-09 19:02:40,16617209856.0,2023424.0,25550848.0,139599872.0
12-09 19:02:50,15725383680.0,2048000.0,26730496.0,1030221824.0
12-09 19:03:00,15745642496.0,2056192.0,26738688.0,1009946624.0
12-09 19:03:10,15766163456.0,2080768.0,27017216.0,989122560.0
12-09 19:03:20,15786311680.0,2105344.0,27025408.0,968941568.0
12-09 19:03:30,15806418944.0,2121728.0,26963968.0,948879360.0
12-09 19:03:40,15827169280.0,2134016.0,27025408.0,928055296.0
12-09 19:03:50,15847215104.0,2150400.0,27025408.0,907993088.0
12-09 19:04:00,15867142144.0,2166784.0,27017216.0,888057856.0
12-09 19:04:10,15886553088.0,2174976.0,27025408.0,868630528.0
12-09 19:04:20,15906971648.0,2199552.0,27025408.0,848187392.0
12-09 19:04:30,15926636544.0,2215936.0,27025408.0,828506112.0
12-09 19:04:40,15946563584.0,2224128.0,27025408.0,808570880.0
12-09 19:04:50,15966990336.0,2240512.0,27025408.0,788127744.0
12-09 19:05:00,15987662848.0,2265088.0,27025408.0,767430656.0
12-09 19:05:10,16007888896.0,2273280.0,26968064.0,747253760.0
12-09 19:05:20,16028147712.0,2289664.0,27246592.0,726700032.0
12-09 19:05:30,16047702016.0,2314240.0,27189248.0,707178496.0
12-09 19:05:40,16070406144.0,2330624.0,27348992.0,684298240.0
12-09 19:05:50,16090587136.0,2347008.0,27316224.0,664133632.0
12-09 19:06:00,16111112192.0,2363392.0,27344896.0,643563520.0
12-09 19:06:10,16131174400.0,2379776.0,27344896.0,623484928.0
12-09 19:06:20,16152338432.0,2387968.0,27344896.0,602312704.0
12-09 19:06:30,16172679168.0,2396160.0,27344896.0,581963776.0
12-09 19:06:40,16194138112.0,2412544.0,27312128.0,560521216.0
12-09 19:06:50,16214036480.0,2437120.0,27308032.0,540602368.0
12-09 19:07:00,16235061248.0,2461696.0,27480064.0,519380992.0
12-09 19:07:10,16255148032.0,2469888.0,27447296.0,499318784.0
12-09 19:07:20,16310587392.0,2486272.0,27480064.0,443830272.0
12-09 19:07:30,16331292672.0,2506752.0,27578368.0,423006208.0
12-09 19:07:40,16351817728.0,2527232.0,27729920.0,402309120.0
12-09 19:07:50,16372244480.0,2543616.0,27729920.0,381865984.0
12-09 19:08:00,16392916992.0,2551808.0,27729920.0,361185280.0
12-09 19:08:10,16420745216.0,2637824.0,34504704.0,326496256.0
12-09 19:08:20,16420888576.0,2658304.0,34324480.0,326512640.0
12-09 19:08:30,16424423424.0,2678784.0,34390016.0,322891776.0
12-09 19:08:40,16424341504.0,2686976.0,34390016.0,322965504.0
12-09 19:08:50,16424251392.0,2703360.0,34390016.0,323039232.0
12-09 19:09:00,16475860992.0,2719744.0,34750464.0,271052800.0
12-09 19:09:10,16518217728.0,2736128.0,34820096.0,228610048.0
12-09 19:09:20,16518311936.0,2752512.0,34820096.0,228499456.0
12-09 19:09:30,16518311936.0,2768896.0,34820096.0,228483072.0
12-09 19:09:40,16518410240.0,2777088.0,34820096.0,228376576.0
12-09 19:09:50,16518397952.0,2793472.0,34820096.0,228372480.0
12-09 19:10:00,16518406144.0,2809856.0,34811904.0,228356096.0
12-09 19:10:10,16518287360.0,2826240.0,35262464.0,228007936.0
12-09 19:10:20,16518262784.0,2834432.0,35262464.0,228024320.0
12-09 19:10:30,16518635520.0,2859008.0,35389440.0,227500032.0
12-09 19:10:40,16518545408.0,2867200.0,35389440.0,227581952.0
12-09 19:10:50,16518705152.0,2883584.0,35389440.0,227405824.0
12-09 19:11:00,16518713344.0,2908160.0,35389440.0,227373056.0
12-09 19:11:10,16518766592.0,2916352.0,35389440.0,227311616.0
12-09 19:11:20,16518742016.0,2924544.0,35389440.0,227328000.0
12-09 19:11:30,16518856704.0,2940928.0,35389440.0,227196928.0
12-09 19:11:40,16518742016.0,2949120.0,35389440.0,227303424.0
12-09 19:11:50,16518733824.0,2965504.0,35389440.0,227295232.0
12-09 19:12:00,16518692864.0,2990080.0,35389440.0,227311616.0
12-09 19:12:10,16608858112.0,913408.0,19243008.0,155369472.0
12-09 19:12:20,16596369408.0,630784.0,16850944.0,170532864.0
12-09 19:12:30,16599969792.0,659456.0,16998400.0,166756352.0
12-09 19:12:40,16583684096.0,495616.0,17530880.0,182673408.0
12-09 19:12:50,16587022336.0,409600.0,16252928.0,180699136.0
12-09 19:13:00,16629620736.0,425984.0,16441344.0,137895936.0
12-09 19:13:10,16627535872.0,466944.0,18333696.0,138047488.0
12-09 19:13:20,16628723712.0,483328.0,17170432.0,138006528.0
12-09 19:13:30,16627343360.0,499712.0,18370560.0,138170368.0
12-09 19:13:40,16629301248.0,524288.0,16596992.0,137961472.0
12-09 19:13:50,16590450688.0,540672.0,17809408.0,175583232.0
12-09 19:14:00,16609955840.0,548864.0,17317888.0,156561408.0
12-09 19:14:10,13792464896.0,618496.0,21184512.0,2970116096.0
12-09 19:14:20,13566668800.0,671744.0,21630976.0,3195412480.0
12-09 19:14:30,13574242304.0,679936.0,21364736.0,3188097024.0
12-09 19:14:40,6510415872.0,835584.0,45445120.0,10227687424.0
12-09 19:14:50,6554062848.0,860160.0,45355008.0,10184105984.0
12-09 19:15:00,6590173184.0,868352.0,45588480.0,10147753984.0
12-09 19:15:10,6102679552.0,1310720.0,192507904.0,10487885824.0
12-09 19:15:20,6105325568.0,1339392.0,192651264.0,10485067776.0
12-09 19:15:30,6113583104.0,1372160.0,192970752.0,10476457984.0
12-09 19:15:40,6119776256.0,1388544.0,192966656.0,10470252544.0
12-09 19:15:50,6127939584.0,1404928.0,192913408.0,10462126080.0
12-09 19:16:00,6133374976.0,1421312.0,192966656.0,10456621056.0
12-09 19:16:10,6133411840.0,1437696.0,192962560.0,10456571904.0
12-09 19:16:20,6133403648.0,1454080.0,192966656.0,10456559616.0
12-09 19:16:30,6133501952.0,1474560.0,193449984.0,10455957504.0
12-09 19:16:40,6133460992.0,1482752.0,193449984.0,10455990272.0
12-09 19:16:50,6134452224.0,1527808.0,196136960.0,10452267008.0
12-09 19:17:00,6134181888.0,1544192.0,196276224.0,10452381696.0
12-09 19:17:10,6134050816.0,1560576.0,196276224.0,10452496384.0
12-09 19:17:20,6134276096.0,1576960.0,196276224.0,10452254720.0
12-09 19:17:30,6142574592.0,1687552.0,198639616.0,10441482240.0
12-09 19:17:40,6142640128.0,1699840.0,198864896.0,10441179136.0
12-09 19:17:50,6142832640.0,1724416.0,199053312.0,10440773632.0
12-09 19:18:00,6143037440.0,1732608.0,199053312.0,10440560640.0
12-09 19:18:10,6142955520.0,1748992.0,199053312.0,10440626176.0
12-09 19:18:20,6142881792.0,1769472.0,199372800.0,10440359936.0
12-09 19:18:30,6142963712.0,1777664.0,199372800.0,10440269824.0
12-09 19:18:40,6142947328.0,1794048.0,199372800.0,10440269824.0
12-09 19:18:50,6143025152.0,1818624.0,199368704.0,10440171520.0
12-09 19:19:00,6142828544.0,1826816.0,199376896.0,10440351744.0
12-09 19:19:10,6146719744.0,1843200.0,199376896.0,10436444160.0
12-09 19:19:20,6146670592.0,1859584.0,199376896.0,10436476928.0
12-09 19:19:30,6173605888.0,1867776.0,199340032.0,10409570304.0
12-09 19:19:40,6174707712.0,1884160.0,199376896.0,10408415232.0
12-09 19:19:50,6174810112.0,1892352.0,199376896.0,10408304640.0
12-09 19:20:00,6174793728.0,1900544.0,199376896.0,10408312832.0
12-09 19:20:10,6174760960.0,1916928.0,199376896.0,10408329216.0
12-09 19:20:20,6238662656.0,1933312.0,199376896.0,10344411136.0
12-09 19:20:30,6365003776.0,1941504.0,199397376.0,10218041344.0
12-09 19:20:40,6400483328.0,1957888.0,199376896.0,10182565888.0
12-09 19:20:50,6436253696.0,1966080.0,199409664.0,10146754560.0
12-09 19:21:00,6468202496.0,1974272.0,199385088.0,10114822144.0
12-09 19:21:10,6511247360.0,1990656.0,199385088.0,10071760896.0
12-09 19:21:20,6542016512.0,2007040.0,199426048.0,10040934400.0
12-09 19:21:30,6561173504.0,2031616.0,199606272.0,10021572608.0
12-09 19:21:40,6589681664.0,2064384.0,199901184.0,9992736768.0
12-09 19:21:50,6637756416.0,2080768.0,199999488.0,9944547328.0
12-09 19:22:00,6688518144.0,2097152.0,199999488.0,9893769216.0
12-09 19:22:10,6720733184.0,2113536.0,199999488.0,9861537792.0
12-09 19:22:20,6721142784.0,2138112.0,199999488.0,9861103616.0
12-09 19:22:30,6747889664.0,2146304.0,199999488.0,9834348544.0
12-09 19:22:40,6762680320.0,2154496.0,199999488.0,9819549696.0
12-09 19:22:50,6771572736.0,2179072.0,199999488.0,9810632704.0
12-09 19:23:00,6787739648.0,2187264.0,199999488.0,9794457600.0
12-09 19:23:10,6821322752.0,2203648.0,199999488.0,9760858112.0
12-09 19:23:20,6876254208.0,2220032.0,199999488.0,9705910272.0
12-09 19:23:30,6946783232.0,2236416.0,200003584.0,9635360768.0
12-09 19:23:40,7023521792.0,2244608.0,199999488.0,9558618112.0
12-09 19:23:50,7092359168.0,2260992.0,199999488.0,9489764352.0
12-09 19:24:00,7141879808.0,2277376.0,199999488.0,9440227328.0
12-09 19:24:10,7142346752.0,2293760.0,199991296.0,9439752192.0
12-09 19:24:20,7170162688.0,2310144.0,199999488.0,9411911680.0
12-09 19:24:30,7196667904.0,2326528.0,199999488.0,9385390080.0
12-09 19:24:40,7214284800.0,2334720.0,199999488.0,9367764992.0
12-09 19:24:50,7255404544.0,2355200.0,199999488.0,9326624768.0
12-09 19:25:00,7275855872.0,2371584.0,199999488.0,9306157056.0
12-09 19:25:10,7287283712.0,2387968.0,199999488.0,9294712832.0
12-09 19:25:20,7348994048.0,2404352.0,199999488.0,9232986112.0
12-09 19:25:30,7377285120.0,2412544.0,199999488.0,9204686848.0
12-09 19:25:40,7396855808.0,2428928.0,199999488.0,9185099776.0
12-09 19:25:50,7408775168.0,2445312.0,199999488.0,9173164032.0
12-09 19:26:00,7420014592.0,2469888.0,200798208.0,9161101312.0
12-09 19:26:10,7431671808.0,2486272.0,200781824.0,9149444096.0
12-09 19:26:20,7490699264.0,2502656.0,200781824.0,9090400256.0
12-09 19:26:30,7498055680.0,2510848.0,200781824.0,9083035648.0
12-09 19:26:40,7505276928.0,2527232.0,200781824.0,9075798016.0
12-09 19:26:50,7512801280.0,2543616.0,201129984.0,9067909120.0
12-09 19:27:00,7523393536.0,2617344.0,201232384.0,9057140736.0
12-09 19:27:10,7534514176.0,2633728.0,201310208.0,9045925888.0
12-09 19:27:20,7544766464.0,2650112.0,201310208.0,9035657216.0
12-09 19:27:30,7556059136.0,2658304.0,201310208.0,9024356352.0
12-09 19:27:40,7565963264.0,2674688.0,201310208.0,9014435840.0
12-09 19:27:50,7576723456.0,2691072.0,201310208.0,9003659264.0
12-09 19:28:00,7586873344.0,2699264.0,201310208.0,8993501184.0
12-09 19:28:10,7597142016.0,2715648.0,201310208.0,8983216128.0
12-09 19:28:20,7607279616.0,2740224.0,201306112.0,8973058048.0
12-09 19:28:30,7621107712.0,2748416.0,201310208.0,8959217664.0
12-09 19:28:40,7635320832.0,2756608.0,201310208.0,8944996352.0
12-09 19:28:50,7650811904.0,2772992.0,201310208.0,8929488896.0
12-09 19:29:00,7665135616.0,2781184.0,201310208.0,8915156992.0
12-09 19:29:10,7674294272.0,2797568.0,201310208.0,8905981952.0
12-09 19:29:20,7688880128.0,2813952.0,201310208.0,8891379712.0
12-09 19:29:30,7703982080.0,2822144.0,201310208.0,8876269568.0
12-09 19:29:40,7718187008.0,2830336.0,201310208.0,8862056448.0
12-09 19:29:50,7732400128.0,2846720.0,201310208.0,8847826944.0
12-09 19:30:00,7747366912.0,2854912.0,201310208.0,8832851968.0
12-09 19:30:10,7761690624.0,2871296.0,201310208.0,8818511872.0
12-09 19:30:20,7776174080.0,2887680.0,201310208.0,8804012032.0
12-09 19:30:30,7790751744.0,2895872.0,201310208.0,8789426176.0
12-09 19:30:40,7804997632.0,2904064.0,201310208.0,8775172096.0
12-09 19:30:50,7820353536.0,2928640.0,201310208.0,8759791616.0
12-09 19:31:00,7834804224.0,2936832.0,201310208.0,8745332736.0
12-09 19:31:10,7849357312.0,2953216.0,201310208.0,8730763264.0
12-09 19:31:20,7863324672.0,2969600.0,201310208.0,8716779520.0
12-09 19:31:30,7877943296.0,2985984.0,201310208.0,8702144512.0
12-09 19:31:40,7892774912.0,2994176.0,201310208.0,8687304704.0
12-09 19:31:50,7907098624.0,3010560.0,201318400.0,8672956416.0
12-09 19:32:00,7923834880.0,3035136.0,201318400.0,8656195584.0
12-09 19:32:10,7938936832.0,3043328.0,201318400.0,8641085440.0
12-09 19:32:20,7953268736.0,3059712.0,201318400.0,8626737152.0
12-09 19:32:30,8103727104.0,3067904.0,201318400.0,8476270592.0
12-09 19:32:40,8121503744.0,3084288.0,201318400.0,8458477568.0
12-09 19:32:50,8139493376.0,3100672.0,201326592.0,8440463360.0
12-09 19:33:00,8177594368.0,3108864.0,201326592.0,8402354176.0
12-09 19:33:10,8195321856.0,3125248.0,201326592.0,8384610304.0
12-09 19:33:20,8213352448.0,3141632.0,201326592.0,8366563328.0
12-09 19:33:30,8230641664.0,3149824.0,201297920.0,8349294592.0
12-09 19:33:40,8249466880.0,3166208.0,201326592.0,8330424320.0
12-09 19:33:50,8267235328.0,3174400.0,201326592.0,8312647680.0
12-09 19:34:00,8297099264.0,3182592.0,201326592.0,8282775552.0
12-09 19:34:10,8316112896.0,3198976.0,201326592.0,8263745536.0
12-09 19:34:20,8334618624.0,3215360.0,201326592.0,8245223424.0
12-09 19:34:30,8351895552.0,3223552.0,201326592.0,8227938304.0
12-09 19:34:40,8369917952.0,3231744.0,201326592.0,8209907712.0
12-09 19:34:50,8535486464.0,3256320.0,201326592.0,8044314624.0
12-09 19:35:00,8542572544.0,3264512.0,201326592.0,8037220352.0
12-09 19:35:10,8562364416.0,3280896.0,201326592.0,8017412096.0
12-09 19:35:20,8582021120.0,3305472.0,201326592.0,7997730816.0
12-09 19:35:30,8601702400.0,3321856.0,201326592.0,7978033152.0
12-09 19:35:40,8622501888.0,3330048.0,201326592.0,7957225472.0
12-09 19:35:50,8642801664.0,3346432.0,201326592.0,7936909312.0
12-09 19:36:00,8663482368.0,3362816.0,201326592.0,7916212224.0
12-09 19:36:10,8682573824.0,3379200.0,201326592.0,7897104384.0
12-09 19:36:20,8703635456.0,3395584.0,201326592.0,7876026368.0
12-09 19:36:30,8723697664.0,3411968.0,201326592.0,7855947776.0
12-09 19:36:40,8746708992.0,3428352.0,202899456.0,7831347200.0
12-09 19:36:50,8766898176.0,3444736.0,202899456.0,7811141632.0
12-09 19:37:00,8786554880.0,3469312.0,202899456.0,7791460352.0
12-09 19:37:10,8806862848.0,3477504.0,202899456.0,7771144192.0
12-09 19:37:20,8826773504.0,3502080.0,202899456.0,7751208960.0
12-09 19:37:30,8847073280.0,3518464.0,202899456.0,7730892800.0
12-09 19:37:40,8867889152.0,3526656.0,202899456.0,7710068736.0
12-09 19:37:50,8887046144.0,3543040.0,202899456.0,7690895360.0
12-09 19:38:00,8907980800.0,3559424.0,202899456.0,7669944320.0
12-09 19:38:10,8928186368.0,3575808.0,202899456.0,7649722368.0
12-09 19:38:20,8948326400.0,3592192.0,202899456.0,7629565952.0
12-09 19:38:30,8968380416.0,3600384.0,202899456.0,7609503744.0
12-09 19:38:40,8987316224.0,3616768.0,202899456.0,7590551552.0
12-09 19:38:50,9008013312.0,3633152.0,202899456.0,7569838080.0
12-09 19:39:00,9028558848.0,3641344.0,202899456.0,7549284352.0
12-09 19:39:10,9049112576.0,3657728.0,202899456.0,7528714240.0
12-09 19:39:20,9068531712.0,3682304.0,202899456.0,7509270528.0
12-09 19:39:30,9088696320.0,3690496.0,202899456.0,7489097728.0
12-09 19:39:40,9109647360.0,3706880.0,202899456.0,7468130304.0
12-09 19:39:50,9132908544.0,3715072.0,202899456.0,7444860928.0
12-09 19:40:00,9166659584.0,3723264.0,202899456.0,7411101696.0
12-09 19:40:10,9189502976.0,4026368.0,209555456.0,7381299200.0
12-09 19:40:20,9208864768.0,4042752.0,209555456.0,7361921024.0
12-09 19:40:30,9229168640.0,4050944.0,209559552.0,7341604864.0
12-09 19:40:40,9248632832.0,4067328.0,209555456.0,7322128384.0
12-09 19:40:50,9268416512.0,4075520.0,209555456.0,7302336512.0
12-09 19:41:00,9288884224.0,4083712.0,209555456.0,7281860608.0
12-09 19:41:10,9308057600.0,4100096.0,209555456.0,7262670848.0
12-09 19:41:20,9328816128.0,4116480.0,209555456.0,7241895936.0
12-09 19:41:30,9349038080.0,4132864.0,209555456.0,7221657600.0
12-09 19:41:40,9385869312.0,4141056.0,209555456.0,7184818176.0
12-09 19:41:50,9443102720.0,4169728.0,209559552.0,7127552000.0
12-09 19:42:00,9463177216.0,4186112.0,209657856.0,7107362816.0
12-09 19:42:10,9484230656.0,4202496.0,209657856.0,7086292992.0
12-09 19:42:20,9503268864.0,4227072.0,209649664.0,7067238400.0
12-09 19:42:30,9523441664.0,4235264.0,209657856.0,7047049216.0
12-09 19:42:40,9544376320.0,4243456.0,209666048.0,7026098176.0
12-09 19:42:50,9564413952.0,4268032.0,209666048.0,7006035968.0
12-09 19:43:00,9583833088.0,4276224.0,209666048.0,6986608640.0
12-09 19:43:10,9605021696.0,4292608.0,209666048.0,6965403648.0
12-09 19:43:20,9624686592.0,4308992.0,209666048.0,6945722368.0
12-09 19:43:30,9645494272.0,4325376.0,209666048.0,6924898304.0
12-09 19:43:40,9665642496.0,4333568.0,209666048.0,6904741888.0
12-09 19:43:50,9701687296.0,4349952.0,209666048.0,6868680704.0
12-09 19:44:00,9730748416.0,4366336.0,209666048.0,6839603200.0
12-09 19:44:10,9751842816.0,4382720.0,209666048.0,6818492416.0
12-09 19:44:20,9770872832.0,4399104.0,209666048.0,6799446016.0
12-09 19:44:30,9791180800.0,4415488.0,209657856.0,6779129856.0
12-09 19:44:40,9812115456.0,4423680.0,209666048.0,6758178816.0
12-09 19:44:50,9832415232.0,4440064.0,209666048.0,6737862656.0
12-09 19:45:00,9851572224.0,4456448.0,209666048.0,6718689280.0
12-09 19:45:10,9872134144.0,4464640.0,209666048.0,6698119168.0
12-09 19:45:20,9892814848.0,4481024.0,209666048.0,6677422080.0
12-09 19:45:30,9912487936.0,4489216.0,209666048.0,6657740800.0
12-09 19:45:40,9933041664.0,4505600.0,209666048.0,6637170688.0
12-09 19:45:50,9952706560.0,4521984.0,209666048.0,6617489408.0
12-09 19:46:00,9973006336.0,4538368.0,209666048.0,6597173248.0
12-09 19:46:10,9993687040.0,4554752.0,209666048.0,6576476160.0
12-09 19:46:20,10013732864.0,4571136.0,209666048.0,6556413952.0
12-09 19:46:30,10033659904.0,4579328.0,209666048.0,6536478720.0
12-09 19:46:40,10054086656.0,4595712.0,209666048.0,6516035584.0
12-09 19:46:50,10074243072.0,4603904.0,209690624.0,6495846400.0
12-09 19:47:00,10094288896.0,4620288.0,209690624.0,6475784192.0
12-09 19:47:10,10114367488.0,4636672.0,209690624.0,6455689216.0
12-09 19:47:20,10134282240.0,5095424.0,217911296.0,6427095040.0
12-09 19:47:30,10154872832.0,5111808.0,217911296.0,6406488064.0
12-09 19:47:40,10174029824.0,5128192.0,217911296.0,6387314688.0
12-09 19:47:50,10195079168.0,5156864.0,217911296.0,6366236672.0
12-09 19:48:00,10215133184.0,5165056.0,217911296.0,6346174464.0
12-09 19:48:10,10235179008.0,5181440.0,217911296.0,6326112256.0
12-09 19:48:20,10255732736.0,5197824.0,217911296.0,6305542144.0
12-09 19:48:30,10284322816.0,5246976.0,219627520.0,6275186688.0
12-09 19:48:40,10303225856.0,5263360.0,219627520.0,6256267264.0
12-09 19:48:50,10324152320.0,5279744.0,219627520.0,6235324416.0
12-09 19:49:00,10344960000.0,5296128.0,219627520.0,6214500352.0
12-09 19:49:10,10364370944.0,5312512.0,219627520.0,6195073024.0
12-09 19:49:20,10385305600.0,5328896.0,219627520.0,6174121984.0
12-09 19:49:30,10404716544.0,5345280.0,219627520.0,6154694656.0
12-09 19:49:40,10424897536.0,5353472.0,219627520.0,6134505472.0
12-09 19:49:50,10445959168.0,5369856.0,219627520.0,6113427456.0
12-09 19:50:00,10466385920.0,5386240.0,219627520.0,6092984320.0
12-09 19:50:10,10485805056.0,5394432.0,219627520.0,6073556992.0
12-09 19:50:20,10506731520.0,5410816.0,219635712.0,6052605952.0
12-09 19:50:30,10526785536.0,5419008.0,219635712.0,6032543744.0
12-09 19:50:40,10546577408.0,5435392.0,219635712.0,6012735488.0
12-09 19:50:50,10566496256.0,5451776.0,219635712.0,5992800256.0
12-09 19:51:00,10586296320.0,5459968.0,219635712.0,5972992000.0
12-09 19:51:10,10606850048.0,5476352.0,219635712.0,5952421888.0
12-09 19:51:20,10627530752.0,5492736.0,219635712.0,5931724800.0
12-09 19:51:30,10646188032.0,5500928.0,219635712.0,5913059328.0
12-09 19:51:40,10666868736.0,5517312.0,219635712.0,5892362240.0
12-09 19:51:50,10687549440.0,5533696.0,219635712.0,5871665152.0
12-09 19:52:00,10707976192.0,5550080.0,219635712.0,5851222016.0
12-09 19:52:10,10728402944.0,5566464.0,219635712.0,5830778880.0
12-09 19:52:20,10749083648.0,5582848.0,219635712.0,5810081792.0
12-09 19:52:30,10768248832.0,5591040.0,219635712.0,5790908416.0
12-09 19:52:40,10789310464.0,5607424.0,219635712.0,5769830400.0
12-09 19:52:50,10809110528.0,5615616.0,219635712.0,5750022144.0
12-09 19:53:00,10828402688.0,5623808.0,219635712.0,5730721792.0
12-09 19:53:10,10849210368.0,5640192.0,219635712.0,5709897728.0
12-09 19:53:20,10869751808.0,5660672.0,219643904.0,5689327616.0
12-09 19:53:30,10890440704.0,5668864.0,219643904.0,5668630528.0
12-09 19:53:40,10909732864.0,5677056.0,219643904.0,5649330176.0
12-09 19:53:50,10929905664.0,5693440.0,219643904.0,5629140992.0
